Reference area,Source,Sex,Time,Total,Agriculture,Non-agriculture,
Latvia,HIES - EU Statistics on Income and Living Conditions,Female,2020,7.2,26.4,6.5,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Latvia,HIES - EU Statistics on Income and Living Conditions,Total,2021,8.4,23.2,7.4,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Latvia,HIES - EU Statistics on Income and Living Conditions,Male,2021,10.3,25.5,8.7,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Latvia,HIES - EU Statistics on Income and Living Conditions,Female,2021,6.7,16.8,6.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lebanon,LFS - Labour Force Survey,Total,2019,55.4,90.2,54.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Lebanon,LFS - Labour Force Survey,Male,2019,55.4,89.4,53.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Lebanon,LFS - Labour Force Survey,Female,2019,55.6,95.7,55.0,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Lesotho,LFS - Labour Force Survey,Total,2019,80.9,99.1,73.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing"
Lesotho,LFS - Labour Force Survey,Male,2019,80.7,99.4,69.0,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing"
Lesotho,LFS - Labour Force Survey,Female,2019,81.1,98.2,77.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing"
Liberia,LFS - Labour Force Survey,Total,2017,89.6,97.3,87.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Liberia,LFS - Labour Force Survey,Male,2017,85.7,95.6,83.4,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Liberia,LFS - Labour Force Survey,Female,2017,93.7,99.0,92.4,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2011,8.9,44.0,5.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2011,7.8,35.8,4.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2011,9.9,61.3,7.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2012,11.2,41.3,8.5,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2012,9.4,33.6,6.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2012,12.9,56.4,10.4,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2013,9.0,39.5,6.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2013,8.0,32.1,5.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2013,10.0,53.5,7.4,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2014,6.2,31.9,3.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2014,4.3,21.8,2.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2014,8.0,51.7,5.4,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2015,6.5,38.3,3.5,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2015,5.0,30.5,1.6,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2015,8.2,54.2,5.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2016,6.9,39.7,4.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2016,5.9,33.9,2.5,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2016,7.9,52.3,5.6,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2017,6.4,36.8,4.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2017,4.7,28.3,2.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2017,7.9,55.2,5.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2018,6.0,33.9,4.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2018,4.0,24.9,2.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2018,8.0,49.9,6.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2019,5.5,31.4,3.9,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2019,4.3,22.3,2.9,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2019,6.6,47.5,4.9,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2020,6.3,36.6,4.5,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2020,4.9,31.4,2.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2020,7.6,49.1,6.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Total,2021,5.1,34.8,3.6,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Male,2021,3.8,32.5,1.9,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Lithuania,HIES - EU Statistics on Income and Living Conditions,Female,2021,6.3,39.0,5.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Total,2011,1.8,11.5,1.5,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Male,2011,0.8,,0.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Female,2011,3.0,35.7,2.4,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Total,2012,1.5,10.2,1.3,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Male,2012,0.9,,0.9,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Female,2012,2.3,33.2,1.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Total,2013,2.2,3.1,2.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Male,2013,1.1,,1.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Female,2013,3.7,,3.6,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Total,2014,2.2,5.5,2.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Male,2014,1.2,,1.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Female,2014,3.4,18.1,3.2,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Total,2015,2.7,,2.8,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Male,2015,2.1,,2.1,"Notes

[8.3.1] Proportion of informal employment in total employment (%) 
-Repository: ILO-STATISTICS - Micro data processing 
-Age coverage - minimum age: 16 years old"
